BLOCK,TRANSECT,PLOT,MODULE,SUBMODULE,CORNER,SAMPLING_ID,SPECIES,SPECIES_CORRECTED,SPCODE,FREQUENCY,DATE,DATE_CORRECTED,>1M,CONERCONER,DATE OF FIRE,TIME SINCE FIRE (DAYS),SPECIES_NEW_NAMES,NEW_SPCODE,
A,1,4,8,0.1,C ,A _1_4_8_0.1_C ,CLADIUM JAMAICENSE       ,CLADIUM JAMAICENSE,CLAJAM,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.1,C ,A _1_4_8_0.1_C ,IPOMOEA SAGITTATA       ,IPOMOEA SAGITTATA,IPOSAG,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.1,C ,A _1_4_8_0.1_C ,MUHLENBERGIA FILIPES      ,MUHLENBERGIA FILIPES,MUHFIL,1,02/27/97,1997-02-27,,3,1996-02-27,366,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
A,1,4,8,0.1,C ,A _1_4_8_0.1_C ,PASPALUM MONOSTACHYUM     ,PASPALUM MONOSTACHYUM,PASMON,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.1,C ,A _1_4_8_0.1_C ,SCHIZACHYRIUM RHIZOMATUM    ,SCHIZACHYRIUM RHIZOMATUM,SCHRHI,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.3,C ,A _1_4_8_0.3_C ,CASSYTHA FILIFORMIS      ,CASSYTHA FILIFORMIS,CASFIL,5,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.3,C ,A _1_4_8_0.3_C ,CENTELLA ASIATICA       ,CENTELLA ASIATICA,CENASI,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.3,C ,A _1_4_8_0.3_C ,CLADIUM JAMAICENSE       ,CLADIUM JAMAICENSE,CLAJAM,8,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.3,C ,A _1_4_8_0.3_C ,HYPTIS ALATA          ,HYPTIS ALATA,HYPALA,2,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.3,C ,A _1_4_8_0.3_C ,IPOMOEA SAGITTATA       ,IPOMOEA SAGITTATA,IPOSAG,3,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.3,C ,A _1_4_8_0.3_C ,JUSTICIA OVATA         ,JUSTICIA OVATA,JUSOVA,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.3,C ,A _1_4_8_0.3_C ,MIKANIA SCANDENS        ,MIKANIA SCANDENS,MIKSCA,5,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.3,C ,A _1_4_8_0.3_C ,MUHLENBERGIA FILIPES      ,MUHLENBERGIA FILIPES,MUHFIL,8,02/27/97,1997-02-27,,3,1996-02-27,366,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
A,1,4,8,0.3,C ,A _1_4_8_0.3_C ,PASPALUM MONOSTACHYUM     ,PASPALUM MONOSTACHYUM,PASMON,7,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.3,C ,A _1_4_8_0.3_C ,SCHIZACHYRIUM RHIZOMATUM    ,SCHIZACHYRIUM RHIZOMATUM,SCHRHI,8,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,0.3,C ,A _1_4_8_0.3_C ,TEUCRIUM CANADENSE       ,TEUCRIUM CANADENSE,TEUCAN,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,ASTER TENUIFOLIUS       ,ASTER TENUIFOLIUS       ,ASTTEN,3,02/27/97,1997-02-27,,3,1996-02-27,366,SYMPHYOTRICHUM TENUIFOLIUM,SYMTEN,
A,1,4,8,1,C ,A _1_4_8_1_C ,BACOPA CAROLINIANA       ,BACOPA CAROLINIANA,BACCAR,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,CASSYTHA FILIFORMIS      ,CASSYTHA FILIFORMIS,CASFIL,38,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,CENTELLA ASIATICA       ,CENTELLA ASIATICA,CENASI,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,CLADIUM JAMAICENSE       ,CLADIUM JAMAICENSE,CLAJAM,85,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,DIODIA VIRGINIANA       ,DIODIA VIRGINIANA,DIOVIR,2,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,DYSCHORISTE ANGUSTA      ,DYSCHORISTE ANGUSTA,DYSANG,4,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,ERIGERON QUERCIFOLIUS     ,ERIGERON QUERCIFOLIUS,ERIQUE,26,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,EUPATORIUM MIKANOIDES     ,EUPATORIUM MIKANIOIDES,EUPMIK,2,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,HYPOXIS WRIGHTII        ,HYPOXIS WRIGHTII,HYPWRI,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,HYPTIS ALATA          ,HYPTIS ALATA,HYPALA,15,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,IVA MICROCEPHALA        ,IVA MICROCEPHALA,IVAMIC,11,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,JUSTICIA OVATA         ,JUSTICIA OVATA,JUSOVA,15,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,LUDWIGIA MICROCARPA      ,LUDWIGIA MICROCARPA,LUDMIC,9,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,MIKANIA SCANDENS        ,MIKANIA SCANDENS,MIKSCA,3,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,MUHLENBERGIA FILIPES      ,MUHLENBERGIA FILIPES,MUHFIL,84,02/27/97,1997-02-27,,3,1996-02-27,366,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
A,1,4,8,1,C ,A _1_4_8_1_C ,MYRICA CERIFERA        ,MYRICA CERIFERA,MYRCER,6,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,PASPALUM MONOSTACHYUM     ,PASPALUM MONOSTACHYUM,PASMON,25,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,PLUCHEA ROSEA         ,PLUCHEA ROSEA,PLUROS,11,02/27/97,1997-02-27,,3,1996-02-27,366,PLUCHEA BACCHARIS,PLUBAC,
A,1,4,8,1,C ,A _1_4_8_1_C ,POLYGALA GRANDIFLORA      ,POLYGALA GRANDIFLORA,POLGRA,6,02/27/97,1997-02-27,,3,1996-02-27,366,ASEMEIA VIOLACEA,ASEVIO,
A,1,4,8,1,C ,A _1_4_8_1_C ,PROSERPINACA PALUSTRIS     ,PROSERPINACA PALUSTRIS,PROPAL,2,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,RHYNCHOSPORA MICROCARPA    ,RHYNCHOSPORA MICROCARPA,RHYMIC,8,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,SCHINUS TEREBINTHIFOLIUS    ,SCHINUS TEREBINTHIFOLIUS,SCHTER,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,SCHIZACHYRIUM RHIZOMATUM    ,SCHIZACHYRIUM RHIZOMATUM,SCHRHI,77,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,1,C ,A _1_4_8_1_C ,TEUCRIUM CANADENSE       ,TEUCRIUM CANADENSE,TEUCAN,5,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,ARISTIDA PURPURASCENS     ,ARISTIDA PURPURASCENS,ARIPUR,2,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,ASCLEPIAS LANCEOLATA      ,ASCLEPIAS LANCEOLATA,ASCLAN,2,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,CIRSIUM VITTATUM        ,CIRSIUM VITTATUM,CIRVIT,9,02/27/97,1997-02-27,,3,1996-02-27,366,CIRSIUM HORRIDULUM,CIRHOR,
A,1,4,8,3,C ,A _1_4_8_3_C ,COELORACHIS RUGOSA       ,COELORACHIS RUGOSA,COERUG,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,CRINUM AMERICANUM       ,CRINUM AMERICANUM,CRIAME,2,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,HYMENOCALLIS PALMERI,HYMENOCALLIS PALMERI,HYMPAL,2,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,ERAGROSTIS ELLIOTTII      ,ERAGROSTIS ELLIOTTII,ERAELL,9,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,PANICUM TENERUM        ,PANICUM TENERUM,PANTEN,3,02/27/97,1997-02-27,,3,1996-02-27,366,COLEATAENIA TENERA,COLTEN,
A,1,4,8,3,C ,A _1_4_8_3_C ,PHYLLANTHUS SP         ,PHYLLANTHUS SPP,PHYSPP,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,PINUS ELLIOTTII SEEDLING    ,PINUS ELLIOTTII,PINELL,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,POLYGALA BALDUINII       ,POLYGALA BALDUINII,POLBAL,2,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,RHYNCHOSPORA DIVERGENS     ,RHYNCHOSPORA DIVERGENS,RHYDIV,40,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,SABATIA GRANDIFLORA      ,SABATIA GRANDIFLORA,SABGRA,3,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,3,C ,A _1_4_8_3_C ,SOLIDAGO STRICTA        ,SOLIDAGO STRICTA,SOLSTR,1,02/27/97,1997-02-27,,3,1996-02-27,366,,,
A,1,4,8,10,I ,A _1_4_8_10_I ,FUIRENA BREVISETA       ,FUIRENA BREVISETA,FUIBRE,1,02/27/97,1997-02-27,,,1996-02-27,366,,,
A,1,4,8,10,I ,A _1_4_8_10_I ,LOBELIA GLANDULOSA       ,LOBELIA GLANDULOSA,LOBGLA,4,02/27/97,1997-02-27,,,1996-02-27,366,,,
A,1,4,8,10,I ,A _1_4_8_10_I ,PIRIQUETA CAROLINIANA     ,PIRIQUETA CAROLINIANA,PIRCAR,1,02/27/97,1997-02-27,,,1996-02-27,366,,,
A,1,4,8,10,I ,A _1_4_8_10_I ,SETARIA GENICULATA       ,SETARIA GENICULATA,SETGEN,3,02/27/97,1997-02-27,,,1996-02-27,366,,,
A,1,4,9,0.1,B ,A _1_4_9_0.1_B ,MUHLENBERGIA FILIPES      ,MUHLENBERGIA FILIPES,MUHFIL,1,02/25/97,1997-02-25,,3,1996-02-27,364,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
A,1,4,9,0.1,B ,A _1_4_9_0.1_B ,PASPALUM MONOSTACHYUM     ,PASPALUM MONOSTACHYUM,PASMON,1,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,0.3,B ,A _1_4_9_0.3_B ,ASTER DUMOSUS         ,ASTER DUMOSUS,ASTDUM,1,02/25/97,1997-02-25,,3,1996-02-27,364,SYMPHYOTRICHUM DUMOSUM,SYMDUM,
A,1,4,9,0.3,B ,A _1_4_9_0.3_B ,CLADIUM JAMAICENSE       ,CLADIUM JAMAICENSE,CLAJAM,7,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,0.3,B ,A _1_4_9_0.3_B ,HYPTIS ALATA          ,HYPTIS ALATA,HYPALA,2,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,0.3,B ,A _1_4_9_0.3_B ,IPOMOEA SAGITTATA       ,IPOMOEA SAGITTATA,IPOSAG,4,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,0.3,B ,A _1_4_9_0.3_B ,LINUM MEDIUM          ,LINUM MEDIUM,LINMED,1,02/25/97,1997-02-25,,3,1996-02-27,364,LINUM MEDIUM VAR. TEXANUM,LINMEDTEX,
A,1,4,9,0.3,B ,A _1_4_9_0.3_B ,MUHLENBERGIA FILIPES      ,MUHLENBERGIA FILIPES,MUHFIL,7,02/25/97,1997-02-25,,3,1996-02-27,364,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
A,1,4,9,0.3,B ,A _1_4_9_0.3_B ,PASPALUM MONOSTACHYUM     ,PASPALUM MONOSTACHYUM,PASMON,8,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,0.3,B ,A _1_4_9_0.3_B ,PLUCHEA ROSEA         ,PLUCHEA ROSEA,PLUROS,1,02/25/97,1997-02-25,,3,1996-02-27,364,PLUCHEA BACCHARIS,PLUBAC,
A,1,4,9,0.3,B ,A _1_4_9_0.3_B ,RHYNCHOSPORA MICROCARPA    ,RHYNCHOSPORA MICROCARPA,RHYMIC,3,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,0.3,B ,A _1_4_9_0.3_B ,TEUCRIUM CANADENSE       ,TEUCRIUM CANADENSE,TEUCAN,5,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,ASTER DUMOSUS         ,ASTER DUMOSUS,ASTDUM,58,02/25/97,1997-02-25,,3,1996-02-27,364,SYMPHYOTRICHUM DUMOSUM,SYMDUM,
A,1,4,9,1,B ,A _1_4_9_1_B ,CLADIUM JAMAICENSE       ,CLADIUM JAMAICENSE,CLAJAM,84,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,CRINUM AMERICANUM       ,CRINUM AMERICANUM,CRIAME,13,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,CYNOCTONUM MITREOLA      ,CYNOCTONUM MITREOLA,CYNMIT,9,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,ERIGERON QUERCIFOLIUS     ,ERIGERON QUERCIFOLIUS,ERIQUE,2,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,HYPTIS ALATA          ,HYPTIS ALATA,HYPALA,37,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,IPOMOEA SAGITTATA       ,IPOMOEA SAGITTATA,IPOSAG,36,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,LUDWIGIA MICROCARPA      ,LUDWIGIA MICROCARPA,LUDMIC,18,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,MIKANIA SCANDENS        ,MIKANIA SCANDENS,MIKSCA,8,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,MUHLENBERGIA FILIPES      ,MUHLENBERGIA FILIPES,MUHFIL,6,02/25/97,1997-02-25,,3,1996-02-27,364,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
A,1,4,9,1,B ,A _1_4_9_1_B ,PASPALUM MONOSTACHYUM     ,PASPALUM MONOSTACHYUM,PASMON,91,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,PHYLA NODIFLORA        ,PHYLA NODIFLORA,PHYNOD,34,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,PLUCHEA ROSEA         ,PLUCHEA ROSEA,PLUROS,8,02/25/97,1997-02-25,,3,1996-02-27,364,PLUCHEA BACCHARIS,PLUBAC,
A,1,4,9,1,B ,A _1_4_9_1_B ,PROSERPINACA PALUSTRIS     ,PROSERPINACA PALUSTRIS,PROPAL,10,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,RHYNCHOSPORA MICROCARPA    ,RHYNCHOSPORA MICROCARPA,RHYMIC,10,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,1,B ,A _1_4_9_1_B ,TEUCRIUM CANADENSE       ,TEUCRIUM CANADENSE,TEUCAN,19,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,3,B ,A _1_4_9_3_B ,ASTER TENUIFOLIUS       ,ASTER TENUIFOLIUS       ,ASTTEN,1,02/25/97,1997-02-25,,3,1996-02-27,364,SYMPHYOTRICHUM TENUIFOLIUM,SYMTEN,
A,1,4,9,3,B ,A _1_4_9_3_B ,BACOPA CAROLINIANA       ,BACOPA CAROLINIANA,BACCAR,13,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,3,B ,A _1_4_9_3_B ,CENTELLA ASIATICA       ,CENTELLA ASIATICA,CENASI,7,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,3,B ,A _1_4_9_3_B ,DICHANTHELIUM ACICULARE    ,DICHANTHELIUM ACICULARE,DICACI,1,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,3,B ,A _1_4_9_3_B ,ERAGROSTIS ELLIOTTII      ,ERAGROSTIS ELLIOTTII,ERAELL,3,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,3,B ,A _1_4_9_3_B ,EUPATORIUM MIKANOIDES     ,EUPATORIUM MIKANIOIDES,EUPMIK,9,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,3,B ,A _1_4_9_3_B ,IVA MICROCEPHALA        ,IVA MICROCEPHALA,IVAMIC,8,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,3,B ,A _1_4_9_3_B ,JUSTICIA OVATA         ,JUSTICIA OVATA,JUSOVA,2,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,3,B ,A _1_4_9_3_B ,PANICUM HEMITOMUM       ,PANICUM HEMITOMON,PANHEM,3,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,3,B ,A _1_4_9_3_B ,PANICUM TENERUM        ,PANICUM TENERUM,PANTEN,8,02/25/97,1997-02-25,,3,1996-02-27,364,COLEATAENIA TENERA,COLTEN,
A,1,4,9,3,B ,A _1_4_9_3_B ,PINUS ELLIOTTII SEEDLING    ,PINUS ELLIOTTII,PINELL,1,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,3,B ,A _1_4_9_3_B ,SCHOENUS NIGRICANS       ,SCHOENUS NIGRICANS       ,SCHNIG,2,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,3,B ,A _1_4_9_3_B ,UTRICULARIA SP         ,UTRICULARIA SPP,UTRSPP,1,02/25/97,1997-02-25,,3,1996-02-27,364,,,
A,1,4,9,0.1,C ,A _1_4_9_0.1_C ,CLADIUM JAMAICENSE       ,CLADIUM JAMAICENSE,CLAJAM,1,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.1,C ,A _1_4_9_0.1_C ,CYNOCTONUM MITREOLA      ,CYNOCTONUM MITREOLA,CYNMIT,1,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.1,C ,A _1_4_9_0.1_C ,IPOMOEA SAGITTATA       ,IPOMOEA SAGITTATA,IPOSAG,1,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.1,C ,A _1_4_9_0.1_C ,IVA MICROCEPHALA        ,IVA MICROCEPHALA,IVAMIC,1,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.1,C ,A _1_4_9_0.1_C ,MUHLENBERGIA FILIPES      ,MUHLENBERGIA FILIPES,MUHFIL,1,02/26/97,1997-02-26,,3,1996-02-27,365,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
A,1,4,9,0.1,C ,A _1_4_9_0.1_C ,PASPALUM MONOSTACHYUM     ,PASPALUM MONOSTACHYUM,PASMON,1,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.1,C ,A _1_4_9_0.1_C ,RHYNCHOSPORA DIVERGENS     ,RHYNCHOSPORA DIVERGENS,RHYDIV,1,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.1,C ,A _1_4_9_0.1_C ,SCHOENUS NIGRICANS       ,SCHOENUS NIGRICANS       ,SCHNIG,1,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,ASTER TENUIFOLIUS       ,ASTER TENUIFOLIUS       ,ASTTEN,1,02/26/97,1997-02-26,,3,1996-02-27,365,SYMPHYOTRICHUM TENUIFOLIUM,SYMTEN,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,CLADIUM JAMAICENSE       ,CLADIUM JAMAICENSE,CLAJAM,7,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,CYNOCTONUM MITREOLA      ,CYNOCTONUM MITREOLA,CYNMIT,4,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,DYSCHORISTE ANGUSTA      ,DYSCHORISTE ANGUSTA,DYSANG,2,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,HYPTIS ALATA          ,HYPTIS ALATA,HYPALA,1,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,IPOMOEA SAGITTATA       ,IPOMOEA SAGITTATA,IPOSAG,2,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,IVA MICROCEPHALA        ,IVA MICROCEPHALA,IVAMIC,1,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,MUHLENBERGIA FILIPES      ,MUHLENBERGIA FILIPES,MUHFIL,8,02/26/97,1997-02-26,,3,1996-02-27,365,MUHLENBERGIA CAPILLARIS VAR. FILIPES,MUHCAPFIL,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,PANICUM TENERUM        ,PANICUM TENERUM,PANTEN,1,02/26/97,1997-02-26,,3,1996-02-27,365,COLEATAENIA TENERA,COLTEN,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,PASPALUM MONOSTACHYUM     ,PASPALUM MONOSTACHYUM,PASMON,4,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,RHYNCHOSPORA DIVERGENS     ,RHYNCHOSPORA DIVERGENS,RHYDIV,3,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,0.3,C ,A _1_4_9_0.3_C ,SCHOENUS NIGRICANS       ,SCHOENUS NIGRICANS       ,SCHNIG,1,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,ARISTIDA PURPURASCENS     ,ARISTIDA PURPURASCENS,ARIPUR,3,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,ASCLEPIAS LANCEOLATA      ,ASCLEPIAS LANCEOLATA,ASCLAN,5,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,ASTER TENUIFOLIUS       ,ASTER TENUIFOLIUS       ,ASTTEN,1,02/26/97,1997-02-26,,3,1996-02-27,365,SYMPHYOTRICHUM TENUIFOLIUM,SYMTEN,
A,1,4,9,1,C ,A _1_4_9_1_C ,BACOPA CAROLINIANA       ,BACOPA CAROLINIANA,BACCAR,2,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,CIRSIUM VITTATUM        ,CIRSIUM VITTATUM,CIRVIT,2,02/26/97,1997-02-26,,3,1996-02-27,365,CIRSIUM HORRIDULUM,CIRHOR,
A,1,4,9,1,C ,A _1_4_9_1_C ,CLADIUM JAMAICENSE       ,CLADIUM JAMAICENSE,CLAJAM,70,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,COELORACHIS RUGOSA       ,COELORACHIS RUGOSA,COERUG,1,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,CYNOCTONUM MITREOLA      ,CYNOCTONUM MITREOLA,CYNMIT,13,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,DYSCHORISTE ANGUSTA      ,DYSCHORISTE ANGUSTA,DYSANG,5,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,ERIGERON QUERCIFOLIUS     ,ERIGERON QUERCIFOLIUS,ERIQUE,15,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,EUPATORIUM MIKANOIDES     ,EUPATORIUM MIKANIOIDES,EUPMIK,3,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,HYPTIS ALATA          ,HYPTIS ALATA,HYPALA,14,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,IPOMOEA SAGITTATA       ,IPOMOEA SAGITTATA,IPOSAG,3,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,IVA MICROCEPHALA        ,IVA MICROCEPHALA,IVAMIC,11,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,LOBELIA GLANDULOSA       ,LOBELIA GLANDULOSA,LOBGLA,5,02/26/97,1997-02-26,,3,1996-02-27,365,,,
A,1,4,9,1,C ,A _1_4_9_1_C ,LUDWIGIA MICROCARPA      ,LUDWIGIA MICROCARPA,LUDMIC,8,02/26/97,1997-02-26,,3,1996-02-27,365,,,
